user_input,retrieved_contexts,response,reference,answer_correctness,answer_relevancy,question_id,_pred_letter,_gold_letter,_is_correct,_has_context
"A 37-year-old woman presents to the emergency department with right upper quadrant (RUQ) pain. She reports that the pain is not new and usually starts within half an hour of eating a meal. The pain has been previously diagnosed as biliary colic, and she underwent a cholecystectomy three months ago for symptomatic biliary colic. Her liver reportedly looked normal at that time. The patient dates the onset of these episodes to shortly after she underwent a sleeve gastrectomy several years ago, and the episodes were more severe immediately following that surgery. Her postsurgical course was otherwise uncomplicated, and she has lost fifty pounds since then. She has a past medical history of hypertension, hyperlipidemia, diabetes mellitus, osteoarthritis, and obesity. She denies alcohol or tobacco use. Her home medications are hydrochlorothiazide, enalapril, atorvastatin, and vitamin supplements. RUQ ultrasound reveals a surgically absent gallbladder and a dilated common bile duct without evidence of stones. Magnetic resonance cholangiopancreatography (MRCP) shows no evidence of biliary compression or obstruction, and endoscopic retrograde cholangiopancreatography (ERCP) shows no evidence of biliary stones or sludge. Laboratory tests are performed which reveal the following:

ALT: 47 U/L
AST: 56 U/L
Alkaline phosphatase: 165 U/L
Total bilirubin: 1.6 g/dL
Amylase: 135 U/L
Lipase: 160 U/L

Which of the following is definitive treatment of this patient's condition?",[''],Sphincterotomy,Sphincterotomy,1.0,0.6180361310168211,golden_156,C,C,True,False
"A 70-year-old male presents to his primary care physician for complaints of fatigue. The patient reports feeling tired during the day over the past 6 months. Past medical history is significant for moderately controlled type II diabetes. Family history is unremarkable. Thyroid stimulating hormone and testosterone levels are within normal limits. Complete blood cell count reveals the following: WBC 5.0, hemoglobin 9.0, hematocrit 27.0, and platelets 350. Mean corpuscular volume is 76. Iron studies demonstrate a ferritin of 15 ng/ml (nl 30-300). Of the following, which is the next best step?",[''],Colonoscopy,Colonoscopy,1.0,0.4794200039232431,golden_157,D,D,True,False
"A 68-year-old male with a history of congestive heart failure presents to his cardiologist complaining of mild dyspnea on exertion and swollen ankles. His past medical history is also significant for hypertension and alcohol abuse. He has a 50 pack-year smoking history. He currently takes lisinopril, aspirin, and metoprolol. His temperature is 99°F (37.2°C), blood pressure is 135/85 mmHg, pulse is 85/min, and respirations are 18/min. An echocardiogram reveals an ejection fraction of 35%. His cardiologist adds an additional medication to the patient’s regimen. Two weeks later, the patient notices yellow halos in his vision. Which of the following medications did this patient most likely start taking?",[''],Digoxin,Digoxin,,0.6600657318981942,golden_158,C,C,True,False
A 15-day-old female newborn is brought to the physician for evaluation of red eyes with discharge for 3 days. She was born at 37 weeks' gestation to a 26-year-old woman. Pregnancy and delivery were uncomplicated. The mother received irregular prenatal care during the 3rd trimester of pregnancy. Examination of the newborn shows watery discharge in both eyes and mild eyelid swelling. Which of the following is the most likely cause of this patient's presentation?,[''],Chlamydia trachomatis,Chlamydia trachomatis,0.9166666666666667,0.49357643932129686,golden_160,B,B,True,False
"A 45-year-old woman presents to the clinic complaining of weakness that has progressively worsened over the past 2 weeks. She states that she has a hard time lifting both her arms but that they function normally. She notes no history of trauma or other deficits. On examination, that patient has 2/5 muscle strength on shoulder shrug and arm abduction bilaterally, but all other neurological exam findings are normal. You notice some skin changes and ask the patient about them. She states that she has had a rash around her eyes as well as on her lower face, going down to her neck and chest. She notes that the rashes started around the same time as the weakness began. Labs are drawn and a complete blood count and basic metabolic panel are normal. Which of the following is the most likely diagnosis?",[''],Dermatomyositis,Dermatomyositis,1.0000000000000002,0.7537511990998332,golden_161,C,C,True,False
"A 12-year-old boy is brought to an outpatient clinic by his mother, who noticed that her son’s urine has been dark for the past 4 days. She initially attributed this to inadequate hydration, so she monitored her son’s fluid intake and encouraged him to drink more water. However, she noticed that the color of the urine kept getting darker until it began to resemble cola. The boy’s medical history is significant for a sore throat approx. 2 weeks ago, which resolved without medication or treatment. The boy has also been complaining of pain in his ankles, which he first noticed shortly after soccer practice 1 week ago. He has had no pain during urination or urethral discharge, however, and does not have any history of previous episodes of cola-colored urine or passage of blood in the urine. However, the boy has been experiencing intermittent episodes of abdominal pain for the past 3 days. The boy also has wheals on his torso, legs, and buttocks, which his mother attributes to seasonal allergies. Physical examination reveals an alert child who is not in obvious distress but who has a mild conjunctival pallor. Vital signs include: respiratory rate is 22/min, temperature is 36.7°C (98.0°F), and blood pressure is 130/90 mm Hg. Examination of the musculoskeletal system reveals multiple skin lesions (see image). Which of the following laboratory findings is most likely associated with this patient’s clinical presentation?",[''],Elevated level of serum IgA,Elevated level of serum IgA,0.826923076923077,0.6766906682280719,golden_162,B,B,True,False
"A 5-day-old male newborn is brought to the physician by his mother because of yellowish discoloration of the skin for 1 day. The discoloration first appeared on his face and then spread to his trunk. There have been no changes in his bowel habits or urination. He was born at 38 weeks’ gestation via uncomplicated vaginal delivery. He is exclusively breastfed every 2–3 hours. Examination shows scleral icterus and jaundice of the face, chest, and abdomen. Laboratory studies show:
Hemoglobin 17.6 g/dL
Reticulocytes 0.3%
Maternal blood group A, Rh-negative
Fetal blood group 0, Rh-positive
Serum
Bilirubin, total 7 mg/dL
Direct 0.6 mg/dL
Free T4 7 μg/dL
Which of the following is the most likely diagnosis?""",[''],Physiological neonatal jaundice,Physiological neonatal jaundice,,,golden_163,C,C,True,False
"Five days after undergoing an emergency appendectomy under general inhalational anesthesia while on a trip to Haiti, a 43-year-old woman develops low-grade fever, vomiting, and abdominal pain. During the surgery, she received a transfusion of 1 unit of packed red blood cells. Three days after the surgery, she was stable enough to be transported back to the United States. She has no history of serious illness and takes no medications. Her temperature is 38.3°C (100.9°F), pulse is 80/min, and blood pressure is 138/76 mm Hg. Examination shows jaundice of the skin and conjunctivae. Abdominal examination shows moderate tenderness over the liver. The liver is palpated 2 to 3 cm below the right costal margin. Laboratory studies show:
Hemoglobin count 12.0 g/dL
Leukocyte count 10,400 mm3
Segmented neutrophils 55%
Bands 1%
Eosinophils 13%
Lymphocytes 28%
Monocytes 3%
Platelet count 160,000 mm3
Serum
Alkaline phosphatase 102 U/L
Aspartate aminotransferase 760 U/L
Bilirubin
Total 3.8 mg/dL
Direct 3.1 mg/dL
Anti-HAV IgG positive
Anti-HAV IgM negative
Anti-HBs positive
HBsAg negative
Anti-HCV antibodies negative
Abdominal ultrasonography shows an enlarged liver. A biopsy of the liver shows massive centrilobular necrosis. Which of the following is the most likely underlying cause of this patient's condition?""",[''],Adverse effect of anesthetic,Adverse effect of anesthetic,0.90625,,golden_165,A,A,True,False
"A 5-year-old boy presents to a pediatric orthopedic surgeon for evaluation of spinal curvature. His primary care physician noticed during an annual checkup that the boy's shoulders were uneven, and radiograph revealed early onset scoliosis. His past medical history is significant for multiple fractures as well as short stature. Based on the early presentation of scoliosis and the unusual history of fractures, the surgeon orders further workup and discovers a genetic mutation in an extracellular protein. This protein exists in two different forms. The first is an insoluble dimer that is linked by disulfide bonds and links integrins to the extracellular matrix. The second is a soluble protein that assists with clotting. Based on these descriptions, which of the following proteins is most likely mutated in this patient?",[''],Fibronectin,Fibronectin,0.95,,golden_166,B,B,True,False
"A 41-year-old man comes to the emergency department with nausea, abdominal discomfort, and diarrhea for the past 2 days. His abdominal discomfort is worse shortly after meals. He has also had progressive perioral numbness and upper-extremity muscle cramping for the past 24 hours. Six months ago, he underwent a Roux-en-Y gastric bypass to treat obesity. He underwent a total thyroidectomy to treat a Hurthle cell lesion 4 days ago. His mother died of lung cancer at age 68. He has smoked 1 pack of cigarettes daily for 22 years. His only current medication is a multivitamin supplement. He appears fatigued. His temperature is 36°C (96.8°F), pulse is 72/min, respirations are 20/min, and blood pressure is 130/70 mm Hg. While measuring the patient's blood pressure, the nurse observes spasm of the patient's hand. Physical examination shows a well-healing surgical wound on the neck. The abdomen is mildly tender to palpation with well-healed laparoscopic incisional sites. The remainder of the examination shows no abnormalities. Serum studies show:
Na+ 138 mEq/L
K+ 4.2 mEq/L
Cl- 102 mEq/L
HCO3- 25 mEq/L
Mg2+ 1.7 mEq/L
Phosphorus 4.3 mg/dL
25-hydroxyvitamin D 20 ng/mL (N: 20-100 ng/mL)
Parathyroid hormone 115 pg/mL
Total bilirubin, serum 0.7 mg/dL
Alanine aminotransferase, serum 14 U/L
Aspartate aminotransferase, serum 15 U/L
Alkaline phosphatase, serum 42 U/L
Which of the following is the most appropriate initial step in the management of this patient?""",[''],Administer calcium gluconate,Administer calcium gluconate,,0.6255222432145514,golden_168,C,C,True,False
"A 65-year old man comes to the emergency department because of altered mental status for 1 day. He has had headaches, severe nausea, vomiting, and diarrhea for 2 days. He has a history of hypertension, insomnia, and bipolar disorder. His medications include lisinopril, fluoxetine, atorvastatin, lithium, olanzapine, and alprazolam. His temperature is 37.2 °C (99.0 °F), pulse is 90/min, respirations are 22/min, and blood pressure is 102/68 mm Hg. He is somnolent and confused. His mucous membranes are dry. Neurological examination shows dysarthria, decreased muscle strength throughout, and a coarse tremor of the hands bilaterally. The remainder of the examination shows no abnormalities. In addition to IV hydration and electrolyte supplementation, which of the following is the next best step in management?",[''],Hemodialysis,Hemodialysis,,0.5678146294949304,golden_169,B,B,True,False
"A 29-year-old woman presents to her gynecologist because of chronic pelvic pain that she has been experiencing for the last 6 months. Specifically, she says that she has severe pain during menstruation that is localized primarily to her lower abdomen and pelvis. In addition, she has been having pain while defecating and during intercourse. She has no past surgical history and her past medical history is significant for asthma. She uses protection while having intercourse with her long time boyfriend and has never been pregnant. Physical exam reveals adnexal tenderness and the presence of an adnexal mass. Laparoscopic examination is conducted showing several cysts filled with dark brown fluid on her ovaries and powder burn marks along her peritoneal surfaces. Which of the following markers would most likely be elevated in this patient?",[''],CA-125,CA-125,,0.6663045544399412,golden_170,C,C,True,False
A 57-year-old man with HIV and GERD comes to the emergency department because of productive cough with malodorous phlegm and night sweats for the past week. He has smoked 1 pack of cigarettes daily for 30 years and he drinks 8–10 beers daily. His temperature is 38.9°C (102.0°F). Physical examination shows coarse crackles and dullness to percussion at the right lung base. Scattered expiratory wheezing is heard throughout both lung fields. The CD4+ T-lymphocyte count is 280/mm3 (N ≥ 500). An x-ray of the chest is shown. Which of the following is the most likely cause of this patient's symptoms?,[''],Aspiration pneumonia,Aspiration pneumonia,1.0,0.6062111333452495,golden_172,D,D,True,False
"A 23-year-old woman is brought to the emergency department 30 minutes after being found unresponsive on the floor by her boyfriend. Paramedics found several empty pill bottles next to her on the floor. According to her boyfriend, she has a history of insomnia and generalized anxiety disorder and was recently diagnosed with depression. Her temperature is 36°C (96.8°F), pulse is 64/min, respirations are 10/min and shallow, and blood pressure is 112/75 mm Hg. On examination, she does not open her eyes, makes incomprehensible sounds, and extends her extremities when a painful stimulus is applied. Her pupils are 3 mm and reactive to light. The corneal reflex is normal and gag reflex is absent. There is diffuse hypotonia and decreased deep tendon reflexes. Cardiopulmonary examination shows no abnormalities. She is intubated for airway protection. Mechanical ventilation and an infusion of 0.9% saline are begun. Which of the following would most likely reverse this patient's condition?",[''],Flumazenil,Flumazenil,,0.6455830574508838,golden_173,A,A,True,False
"A 29-year-old woman comes to the military physician because of a 2-day history of fever, joint pain, dry cough, chest pain, and a painful red rash on her lower legs. Two weeks ago, she returned from military training in Southern California. She appears ill. Her temperature is 39°C (102.1°F). Physical examination shows diffuse inspiratory crackles over all lung fields and multiple tender erythematous nodules over the anterior aspect of both legs. A biopsy specimen of this patient's lungs is most likely to show which of the following?",[''],Spherules filled with endospores,Spherules filled with endospores,,,golden_174,A,A,True,False
"Researchers develop a drug X that acts on the loop of Henle but discover that it does not reach its intended site of action within the nephron. It is freely filtered but rapidly disappears from the proximal tubule. They modify several of the chemical properties of drug X to produce drug Y, which cannot be reabsorbed from the proximal tubule. Which of the following natural substances are most similar to the concentration profiles of drug X and drug Y in the proximal tubule?",[''],Drug X: glucose; Drug Y: creatinine,Drug X: glucose; Drug Y: creatinine,,0.6005914704920184,golden_175,B,B,True,False
"A 23-year-old man comes to the physician because of lightening of his skin on both hands, under his eyes, and on his neck for 2 years. During this period the lesions slowly grew in size. There is no itchiness or pain. He regularly visits his family in India. Vital signs are within normal limits. Examination shows sharply demarcated, depigmented skin patches on the dorsum of both hands, in the periocular region, and on the neck. Sensation of the skin is intact. The lesions fluorescence blue-white under Wood's lamp. Which of the following findings is most likely to be associated with this patient's diagnosis?",[''],Decreased pigment with normal melanocyte count,Elevated anti-TPO antibody levels,,0.6641120600420414,golden_176,B,C,False,False
"A 46-year-old woman comes to the physician for a routine health examination. She was last seen by a physician 3 years ago. She has been healthy aside from occasional mild flank pain. Her only medication is a multivitamin. Her blood pressure is 154/90 mm Hg. Physical examination shows no abnormalities. Serum studies show:
Sodium 141 mEq/L
Potassium 3.7 mEq/L
Calcium 11.3 mg/dL
Phosphorus 2.3 mg/dL
Urea nitrogen 15 mg/dL
Creatinine 0.9 mg/dL
Albumin 3.6 g/dL
Subsequent serum studies show a repeat calcium of 11.2 mg/dL, parathyroid hormone concentration of 890 pg/mL, and 25-hydroxyvitamin D of 48 ng/mL (N = 25–80). Her 24-hour urine calcium excretion is elevated. An abdominal ultrasound shows several small calculi in bilateral kidneys. Further testing shows normal bone mineral density. Which of the following is the most appropriate next step in management?""",[''],Refer to surgery for parathyroidectomy,Refer to surgery for parathyroidectomy,,0.7093794286021796,golden_177,A,A,True,False
"A 2-hours-old neonate is found to have bluish discoloration throughout his body, including lips and tongue. The boy was born at 39 weeks gestation via spontaneous vaginal delivery with no prenatal care. Maternal history is positive for type 2 diabetes mellitus for 11 years. On physical examination, his blood pressure is 55/33 mm Hg, his heart rate is 150/min, respiratory rate is 45/min, temperature of 37°C (98.6°F), and oxygen saturation is 84% on room air. Appropriate measures are taken. Auscultation of the chest reveals a single second heart sound without murmurs. Chest X-ray is shown in the exhibit. Which of the following is the most likely diagnosis?",[''],Transposition of great vessels,Transposition of great vessels,0.5000000000000001,0.5378184804879842,golden_178,B,B,True,False
"A 27-year-old woman comes to the physician because of a 1-year history of progressive shortness of breath. She is now unable to jog for more than 10 minutes without stopping to catch her breath. Cardiac examination shows a harsh systolic, crescendo-decrescendo murmur best heard at the lower left sternal border. The murmur increases in intensity when she moves from a squatting to a standing position and decreases when she clenches her fists. The lungs are clear to auscultation. Which of the following is the most likely cause of her condition?",[''],Myosin heavy chain defect,Myosin heavy chain defect,,,golden_181,C,C,True,False
"A 67-year-old woman comes to the clinic complaining of progressive fatigue over the past 4 months. She noticed that she is feeling increasingly short of breath after walking the same distance from the bus stop to her home. She denies chest pain, syncope, lower extremity edema, or a cough. She denies difficulty breathing while sitting comfortably, but she has increased dyspnea upon walking or other mildly strenuous activity. Her past medical history includes mild osteoporosis and occasional gastric reflux disease. She takes oral omeprazole as needed and a daily baby aspirin. The patient is a retired accountant and denies smoking history, but she does admit to 1 small glass of red wine daily for the past 5 years. Her diet consists of a Mediterranean diet that includes fruits, vegetables, and fish. She states that she has been very healthy previously, and managed her own health without a physician for the past 20 years. On physical examination, she has a blood pressure of 128/72 mm Hg, a pulse of 87/min, and an oxygen saturation of 94% on room air. HEENT examination demonstrates mild conjunctival pallor. Lung and abdominal examinations are within normal limits. Heart examination reveals a 2/6 systolic murmur at the right upper sternal border.
The following laboratory values are obtained:
Hematocrit 29%
Hemoglobin 9.8 mg/dL
Mean red blood cell volume 78 fL
Platelets 240,000/mm3
White blood cells 6,000/mm3
What is the most likely reticulocyte range for this patient?",[''],< 1%,< 1%,,,golden_182,A,A,True,False
"A 45-year-old man presents to his primary care physician for a wellness checkup. He states that he feels fatigued at times but feels near his baseline. The patient smokes 1 pack of cigarettes per day, drinks alcohol occasionally, and has a past medical history of poorly controlled diabetes. His temperature is 98.6°F (37.0°C), blood pressure is 167/108 mmHg, pulse is 80/min, respirations are 10/min, and oxygen saturation is 98% on room air. Physical exam reveals an overweight man with a ruddy complexion. Bilateral gynecomastia is noted for which the patient inquires about cosmetic surgery as a treatment. Laboratory values are ordered as seen below.

Hemoglobin: 14 g/dL
Hematocrit: 42%
Leukocyte count: 6,500/mm^3 with normal differential
Platelet count: 185,000/mm^3

Serum:
Na+: 142 mEq/L
Cl-: 102 mEq/L
K+: 3.2 mEq/L
HCO3-: 31 mEq/L
BUN: 27 mg/dL
Glucose: 173 mg/dL
Creatinine: 1.5 mg/dL
Ca2+: 9.8 mg/dL

A CT scan demonstrates bilateral abnormal abdominal masses. Which of the following is the best next step in management?",[''],Spironolactone,Eplerenone,,0.5696134523378447,golden_183,C,A,False,False
"A 20-year-old man comes to the clinic complaining of fever and a sore throat for 5 days. He receives oral penicillin from his primary doctor. After a day of antibiotic treatment, he developed gross hematuria. As a child, he recalls having multiple episodes of hematuria. The vital signs are within normal limits. On physical examination, pharyngeal edema and cervical lymphadenopathy are present. His laboratory examination reveals the following:
WBC 11,000/mm3
Neutrophils 76%
Lymphocytes 23%
Eosinophils 1%
Platelets 150,000/mm3
Hemoglobin 14 g/dL
Hct 41.2%
BUN 16 mg/dL
Creatinine 0.9 mg/dL
ASO titer 100
Urinalysis shows hematuria but no proteinuria. Immunofluorescence shows granular IgA immune complex deposits in the mesangium. Hepatitis B, hepatitis C, and HIV serology are negative. ASO titers and C3 levels are within normal limits. What is the most likely diagnosis?",[''],Berger’s disease,Berger’s disease,,,golden_185,A,A,True,False
"A recent study attempted to analyze whether increased ""patient satisfaction"" driven healthcare resulted in increased hospitalization. Using this patient population, the sociodemographics, health status, and hospital use were assessed. Next year, patient satisfaction with health care providers was assessed using 5 items from the Consumer Assessment of Health Plans Survey. Which of the following best describes this study design?",[''],Prospective cohort,Prospective cohort,,,golden_186,C,C,True,False
"A 63-year-old man presents to the emergency room because of worsening breathlessness that began overnight. He was diagnosed with asthma 3 years ago and has been using albuterol and steroid inhalers. He does not have a prior history of cardiac disease or other respiratory diseases. The man is a retired insurance agent and has lived his entire life in the United States. His vital signs include: respiratory rate 40/min, blood pressure 130/90 mm Hg, pulse rate 110/min, and temperature 37.0°C (98.6°F). Physical examination shows severe respiratory distress, with the patient unable to lie down on the examination table. Auscultation of the chest reveals widespread wheezes in the lungs and the presence of S3 gallop rhythm. The man is admitted to hospital and laboratory investigations and imaging studies are ordered. Test results include the following:
WBC count 18.6 × 109/L
Eosinophil cell count 7.6 × 109/L (40% eosinophils)
Troponin T 0.5 ng/mL
Anti-MPO (P-ANCA) antibodies positive
Anti-PR3-C-ANCA negative
Immunoglobulin E 1,000 IU/mL
Serological tests for HIV, echovirus, adenovirus, Epstein-Barr virus, and parvovirus B19 are negative. ECG shows regular sinus tachycardia with an absence of strain pattern or any evidence of ischemia. Transthoracic echocardiography reveals a dilated left ventricle with an ejection fraction of 30% (normal is 55% or greater). Which of the following diagnoses best explains the clinical presentation and laboratory findings in this patient?",[''],Eosinophilic granulomatosis with polyangiitis (EGPA),Eosinophilic granulomatosis with polyangiitis (EGPA),,0.5845479475977017,golden_187,A,A,True,False
"A 59-year-old female presents to your office with complaints of progressive numbness and tingling in her fingers and toes over the last several months. She also reports ""feeling weak"" in her arms and legs. The patient's past medical history is significant for hypertension and Crohn's disease, which has been well-controlled since undergoing an ileocolectomy 7 years ago. Physical examination is significant for the following findings: decreased sensation to light touch, temperature, and vibration in the bilateral lower extremities; ataxia; positive Romberg sign. Deficiency of which of the following is most likely responsible for this patient's symptoms?",[''],Vitamin B12,Vitamin B12,,0.5680248984548163,golden_188,D,D,True,False
"A 9-year-old boy who recently emigrated from sub-Saharan Africa is brought to the physician because of a 2-day history of fever, chills, and productive cough. His mother reports that he has had several episodes of painful swelling of his fingers during infancy that resolved with pain medication. His immunization status is unknown. His temperature is 39.8°C (103.6°F). Examination shows pale conjunctivae and yellow sclerae. There are decreased breath sounds and inspiratory crackles over the left lower lung fields. His hemoglobin concentration is 7 g/dL. Blood cultures grow optochin-sensitive, gram-positive diplococci. A deficiency in which of the following most likely contributed to this patient's infection?",[''],Respiratory burst,Bacterial clearance,,,golden_189,C,A,False,False
"A 48-year-old woman with chronic tension headaches comes to the physician because of several episodes of bilateral flank pain and reddish urine within the past month. Current medications include aspirin, which she takes almost daily for headaches. Her temperature is 37.4°C (99.3°F) and her blood pressure is 150/90 mm Hg. Physical examination shows costovertebral tenderness to percussion bilaterally. Laboratory studies show a hemoglobin concentration of 10.2 g/dL and serum creatinine concentration of 2.4 mg/dL. Urine studies show:
Urine
Protein
3+
RBC > 16/hpf
WBC 2/hpf
There are no casts or dysmorphic RBCs visualized on microscopic analysis of the urine. Which of the following is the most likely underlying cause of this patient's hematuria?""",[''],Vasoconstriction of the medullary vessels,Vasoconstriction of the medullary vessels,0.9605263157894737,,golden_190,D,D,True,False
"A 41-year-old woman is brought to the emergency department by ambulance because of a sudden onset severe headache. On presentation, the patient also says that she is not able to see well. Physical examination shows ptosis of the right eye with a dilated pupil that is deviated inferiorly and laterally. Based on the clinical presentation, neurosurgery is immediately consulted and the patient is taken for an early trans-sphenoidal surgical decompression. Which of the following will also most likely need to be supplemented in this patient?",[''],Corticosteroids,Corticosteroids,,0.45668317917602225,golden_191,B,B,True,False
"A 26-year-old woman presents to the office complaining of bloating and consistent fatigue. Past medical notes on her record show that she has seen several doctors at the clinic in the past year for the same concerns. During the discussion, she admits that coming to the doctor intensifies her anxiety and she does not enjoy it. However, she came because she fears that she has colon cancer and says, “There’s gotta be something wrong with me, I can feel it.” Past medical history is significant for obsessive-compulsive disorder (OCD). She sees a therapist a few times a month. Her grandfather died of colon cancer at 75. Today, her blood pressure is 120/80 mm Hg, heart rate is 90/min, respiratory rate is 18/min, and temperature is 37.0°C (98.6°F). Physical examination reveals a well-nourished, well-developed woman who appears anxious and tired. Her heart has a regular rhythm and her lungs are clear to auscultation bilaterally. Her abdomen is soft, non-tender, and non-distended. No masses are palpated, and a digital rectal examination is unremarkable. Laboratory results are as follows:
Serum chemistry 
Hemoglobin 13 g/dL 
Hematocrit
38%
MCV 90 fl
TSH
4.1 μU/mL
Fecal occult blood test  negative
Which of the following is the most likely diagnosis?",[''],Illness anxiety disorder,Illness anxiety disorder,,0.6580821623385191,golden_192,C,C,True,False
"A 70-year-old man comes to the physician for the evaluation of abdominal pain over the past month. The patient describes epigastric pain that radiates to the back. He also reports a 10-kg (22-lb) weight loss over the past 6 months. He has a history of untreated type 2 diabetes mellitus. He has not seen a doctor in 15 years. He is retired and spends most of his time at home watching TV. He rarely cooks and mainly eats fast food. He has smoked one pack of cigarettes daily for the past 50 years. He drinks 2–3 cans of beer per day. He appears pale. His temperature is 37°C (98.6°F), pulse is 80/min, and blood pressure is 150/90 mm Hg. Physical examination shows jaundice of the conjunctivae and the skin. The abdomen is soft, with no rebound or guarding. Laboratory studies show a serum glucose concentration of 260 mg/dL. Abdominal sonography shows enlargement of the gallbladder. Which of the following is most likely to have contributed to this patient's condition?",[''],Smoking history,Smoking history,1.0,0.5542841224543085,golden_193,A,A,True,False
"A 50-year-old man visits his physician after 20 years of not seeking any medical care. He is concerned about his health after a colleague recently had a heart attack. The patient has no active complaints and says he feels healthy; however, he does not exercise regularly and lives a sedentary lifestyle. He is employed as an administrative position at a local college, and is seated at a desk most of the day. His father had a heart attack at age 54 and his mother is still alive with no health concerns. He does not smoke, only drinks socially, and does not use drugs. Today, his blood pressure is 130/90 mm Hg, pulse is 84/min, and respiratory rate is 14/min. Physical examination reveals an obese male with no significant findings. An ECG shows no abnormalities, and laboratory testing shows the following:
Laboratory test
Serum glucose (fasting)  105 mg/dL
Serum electrolytes 
Sodium  142 mEq/L
Potassium 3.9 mEq/L
Chloride 101 mEq/L
Serum creatinine 0.8 mg/dl
Blood urea nitrogen 10 mg/dl
Cholesterol, total 250 mg/dL
HDL-cholesterol 35 mg/dL
LDL-cholesterol 186 mg/dL
Triglycerides 170 mg/dL
Urinalysis 
Glucose  negative
Ketones negative
Leucocytes negative
Nitrites negative 
Red blood cells (RBC) negative 
Casts negative 
Which of the following lab abnormalities in this patient is an indication for treatment?",[''],High LDL-cholesterol,High LDL-cholesterol,0.8500000000000001,,golden_196,C,C,True,False
"A 71-year-old man presents to the emergency department with severe substernal chest pain. An initial EKG demonstrates ST elevation in leads V2, V3, V4, and V5 with reciprocal changes. The patient is started on aspirin and heparin and is transferred to the cardiac catheterization lab. The patient recovers over the next several days. On the floor, the patient complains of feeling very fatigued and feels too weak to ambulate even with the assistance of physical therapy. Chest radiography reveals an enlarged cardiac silhouette with signs of fluid bilaterally in the lung bases. His temperature is 98.4°F (36.9°C), blood pressure is 85/50 mmHg, pulse is 110/min, respirations are 13/min, and oxygen saturation is 97% on room air. Which of the following would be expected to be seen in this patient?",[''],Increased pulmonary capillary wedge pressure,Increased pulmonary capillary wedge pressure,,,golden_197,D,D,True,False
"A 35-year-old patient is brought into the emergency department post motor vehicle crash. Stabilization of the patient in the trauma bay requires endotracheal intubation. The patient has a laceration on the femoral artery from shrapnel and seems to have lost large quantities of blood. The patient is transfused with 13 units of packed red blood cells. His vitals are T 96.5, HR 150, BP 90/40. Even with the direct pressure on the femoral artery, the patient continues to bleed. Results of labs drawn within the last hour are pending. Which of the following is most likely to stop the bleeding in this patient?",[''],Fresh frozen plasma and platelets,Fresh frozen plasma and platelets,1.0,0.6737002393500063,golden_199,A,A,True,False
A scientist is trying to determine the proportion of white-eyed fruit flies in the environment. The white-eyed allele was found to be dominant to the red-eyed allele. The frequency of the red-eyed allele is 0.1. What is the proportion of flies who have white-eyes if the population is in Hardy Weinberg Equilibrium?,[''],99%,99%,,0.46527000318915385,golden_200,D,D,True,False
"A 48-year-old woman comes to the physician because of intermittent pain in her neck, right shoulder, and arm, as well as a tingling sensation in her right hand. She first noticed her symptoms after she got off a rollercoaster ride 2 months ago. Physical examination shows weakness when extending the right wrist against resistance. An MRI of the head and neck is shown. This patient's condition is most likely the result of nerve root compression by a structure derived from which of the following embryologic layers?",[''],Neural crest,Notochord,0.3151742610886177,,golden_202,A,B,False,False
"A 60-year-old woman with a history of emphysema has been referred by her pulmonologist for follow-up pulmonary function testing. During the test, the patient reaches a point where her airway pressure is equal to the atmospheric pressure. Which of the following is most likely to be found during this respiratory state?",[''],Pulmonary vascular resistance is at a minimum,Pulmonary vascular resistance is at a minimum,,,golden_203,B,B,True,False
"A 71-year-old male with worsening memory, behavior changes, and disorientation over the span of several years was admitted to the hospital for signs of severe pneumonia. He passes away after failed antibiotic therapy. Which of the following findings would most likely be identified on autopsy?",[''],Extracellular amyloid forming parenchymal plaques,Extracellular amyloid forming parenchymal plaques,1.0,0.6780548246507907,golden_204,C,C,True,False
"A 32-year-old man and his wife are sent to a fertility specialist after trying to conceive for several years without success. They have had unprotected sex several times a week. He has no history of a serious illness and does not take any medications. There are no concerns about his libido or erections. His female partner is not on contraceptive medication and has a child from a previous marriage. At the clinic, his vitals are normal. Examination of the scrotum on the right side is normal, but on the left side there are many deep and superficial ducts or vessels that feels like a bag of worms on palpation. The lesion is more apparent when the patient bears down. Semen analysis shows a low sperm count with poor motility and an increased percentage of abnormal sperms. Which of the following is the most appropriate next step in management?",[''],Microsurgical varicocelectomy,Microsurgical varicocelectomy,1.0,,golden_205,C,C,True,False
"A 43-year-old woman comes to the physician because of a 2-month history of chest pain. She describes the pain as intermittent and burning-like. She states that she has tried using proton pump inhibitors but has had no relief of her symptoms. She has had a 5-kg (11-lb) weight loss over the past 2 months. Her temperature is 36.7°C (98.1°F), pulse is 75/min, and blood pressure is 150/80 mm Hg. Examination shows tightness of the skin of the fingers; there are small nonhealing, nonpurulent ulcers over thickened skin on the fingertips. Fine inspiratory crackles are heard at both lung bases. There is mild tenderness to palpation of the epigastrium. Which of the following is most likely associated with her diagnosis?",[''],Anti-topoisomerase antibodies,Anti-topoisomerase antibodies,0.7857142857142858,,golden_206,B,B,True,False
